loss,accuracy,val_loss,val_accuracy
1.8850550651550293,0.19439341127872467,1.829147219657898,0.18137255311012268
1.7662949562072754,0.18704497814178467,1.7732173204421997,0.18321079015731812
1.7509411573410034,0.19078724086284637,1.7672134637832642,0.17463235557079315
1.7445169687271118,0.1862965226173401,1.7664802074432373,0.18014705181121826
1.7402750253677368,0.19514186680316925,1.7671583890914917,0.17463235557079315
1.7389971017837524,0.18881404399871826,1.7722607851028442,0.18321079015731812
1.7327110767364502,0.1956181526184082,1.753186583518982,0.18995098769664764
1.5399713516235352,0.2508675158023834,1.473875880241394,0.25245097279548645
1.4446563720703125,0.26386338472366333,1.4735772609710693,0.2591911852359772
1.4418935775756836,0.25767162442207336,1.469712495803833,0.2561274468898773
1.4423751831054688,0.2698509991168976,1.464129090309143,0.25735294818878174
1.4390789270401,0.26849016547203064,1.4630547761917114,0.25183823704719543
1.439893364906311,0.2625705897808075,1.4651516675949097,0.2659313678741455
1.4378910064697266,0.2670612931251526,1.467258334159851,0.25796568393707275
1.4391154050827026,0.2609376013278961,1.4643584489822388,0.25245097279548645
1.435160517692566,0.2701911926269531,1.4611469507217407,0.25857841968536377
1.430692195892334,0.27127984166145325,1.460696816444397,0.2542892098426819
1.4239228963851929,0.272504597902298,1.4439640045166016,0.2763480246067047
1.4164350032806396,0.28053343296051025,1.4275987148284912,0.28921568393707275
1.4016292095184326,0.2765870690345764,1.414142370223999,0.2708333432674408
1.3614614009857178,0.29543444514274597,1.3470876216888428,0.2928921580314636
1.3004049062728882,0.3288426101207733,1.2676396369934082,0.35049018263816833
1.2310866117477417,0.3670136630535126,1.2260013818740845,0.3688725531101227
1.1583192348480225,0.4234197437763214,1.1349010467529297,0.42524510622024536
1.0588526725769043,0.4795536398887634,1.0274746417999268,0.5
0.9388763904571533,0.5550112128257751,0.8500239253044128,0.6004902124404907
0.7883583307266235,0.6372048854827881,0.776682436466217,0.6507353186607361
0.6472248435020447,0.7169490456581116,0.5182119011878967,0.7696078419685364
0.5044569969177246,0.7909097075462341,0.4164454936981201,0.8198529481887817
0.4037225842475891,0.839491069316864,0.3802669048309326,0.8382353186607361
0.3812958598136902,0.8501054644584656,0.3377298414707184,0.8651960492134094
0.289424329996109,0.89215487241745,0.28793999552726746,0.8811274766921997
