general,train_accu,train_f1,train_precision,train_recall,train_mae,train_mape,test_accu,test_f1,test_precision,test_recall,test_mae,test_mape
general,0.8282770463651975,0.1362763915547025,0.9861111111111112,0.0731958762886598,1.0781813435113126,0.2572531824328513,0.8173713703515028,0.07244501940491592,0.9333333333333333,0.03768506056527591,1.4770644449154555,0.38129150272256795
