general,train_accu,train_f1,train_precision,train_recall,train_mae,train_mape,test_accu,test_f1,test_precision,test_recall,test_mae,test_mape
general,0.8254785982318896,0.10966904607397794,0.9825581395348837,0.05807560137457045,1.045791677308328,0.24930997844302835,0.8148242485990831,0.047182175622542594,0.9,0.024226110363391656,1.4687183194290407,0.37808094044391155
