general,train_accu,train_f1,train_precision,train_recall,train_mae,train_mape,test_accu,test_f1,test_precision,test_recall,test_mae,test_mape
general,0.9674998409972652,0.9126943447804543,0.9075773020727149,0.9178694158075601,1.2404541192443004,0.2940746838663425,0.9612837493632196,0.8996036988110964,0.8832684824902723,0.9165545087483177,1.422215314575185,0.3652005753238108
