group,train_accu,train_f1,train_precision,train_recall,train_mae,train_mape,test_accu,test_f1,test_precision,test_recall,test_mae,test_mape
none,0.811650932535114,0.012077294685990338,1.0,0.006075334143377886,0.9488091422249958,0.2357471367313212,0.822429906542056,0.0,0.0,0.0,1.4999474951423755,0.4029217602008451
static,0.8189788550799381,0.008474576271186442,1.0,0.00425531914893617,0.8736685481841133,0.19011101244851852,0.8038815117466803,0.0,0.0,0.0,1.411886499839353,0.31832164048155737
random,0.8114110010249402,0.003610108303249097,1.0,0.0018083182640144665,0.9219724350700329,0.22581077242249223,0.8104138851802403,0.0,0.0,0.0,1.6197569454807754,0.4127280674678112
rule,0.8207650273224044,0.021479713603818614,1.0,0.010856453558504222,0.8412414151395292,0.21038105926823536,0.8058510638297872,0.0,0.0,0.0,1.4693406208824409,0.4071553321441042
