user_id,train_accu,train_f1,train_precision,train_recall,train_mae,train_mape,test_accu,test_f1,test_precision,test_recall,test_mae,test_mape
1.0,0.965395772896809,0.9077857537272226,0.898360655737705,0.9174107142857143,1.2307286017658676,0.30759578934998627,0.9931856899488927,0.9829059829059829,0.9829059829059829,0.9829059829059829,1.1616573688513165,0.275030554716069
2.0,0.9658346972176759,0.9096809085992428,0.9013933547695605,0.9181222707423581,1.2136814765018726,0.3060544846856997,0.9923809523809524,0.9795918367346939,0.9696969696969697,0.9896907216494846,1.414814842318538,0.3155591833100201
5.0,0.9709038382170863,0.9233278955954323,0.9178378378378378,0.9288840262582057,1.1369397231118406,0.24884869254707995,0.9453262786596119,0.8530805687203793,0.8035714285714286,0.9090909090909091,1.9060771325891206,0.9284763528828296
6.0,0.9683055668427468,0.9167556029882604,0.908994708994709,0.9246501614639397,1.1764544836249733,0.29634958285427987,0.9694501018329938,0.9142857142857143,0.8791208791208791,0.9523809523809523,1.508985424261093,0.3247526872358903
14.0,0.9717709179528838,0.9249865083648139,0.9136460554371002,0.9366120218579235,1.1334224964140982,0.28878672365859653,0.9325153374233128,0.8324873096446701,0.8282828282828283,0.8367346938775511,1.7563139619166994,0.27932905325975604
15.0,0.9733855993397978,0.9300054259359739,0.9165775401069519,0.9438325991189427,1.1945146909213435,0.2983175093183522,0.9257950530035336,0.7961165048543689,0.8118811881188119,0.780952380952381,1.5421184817907139,0.4119557450915114
18.0,0.967287784679089,0.9139433551198257,0.9021505376344086,0.9260485651214128,1.2088317830246855,0.30144489421480614,0.9777015437392796,0.9389671361502347,0.9433962264150944,0.9345794392523364,1.303971237732117,0.33579128477313847
21.0,0.9673295454545454,0.9136729222520108,0.902542372881356,0.9250814332247557,1.1674998067760336,0.29402575471771,0.979381443298969,0.9456521739130435,0.9456521739130435,0.9456521739130435,1.6332381366383337,0.2924021378189439
33.0,0.965969659696597,0.9089912280701755,0.8991323210412148,0.9190687361419069,1.1884446033103542,0.29735836883423966,0.9906542056074766,0.9777777777777777,0.9649122807017544,0.990990990990991,1.5450051374105935,0.3726335023209027
35.0,0.968102734051367,0.9163952225841476,0.9055793991416309,0.9274725274725275,1.2070465811589983,0.30055989448752773,0.9709401709401709,0.9178743961352658,0.9134615384615384,0.9223300970873787,1.420295014238536,0.4115354353568977
8.0,0.9710077156885667,0.9227895392278954,0.9148148148148149,0.9309045226130653,1.1440888760664512,0.24966449107619806,0.9551724137931035,0.8761904761904762,0.8440366972477065,0.9108910891089109,1.245862992000099,0.28930697039558506
13.0,0.9665116279069768,0.9088607594936708,0.8941469489414695,0.924066924066924,1.123619670194873,0.24553797041632563,0.9892280071813285,0.975,0.975,0.975,0.8481661303579477,0.13765440610789134
17.0,0.969576410016382,0.9207317073170731,0.9118357487922706,0.9298029556650246,1.059564002406943,0.20929774256370115,0.9657534246575342,0.8888888888888888,0.8421052631578947,0.9411764705882353,2.028235764914088,0.7279223659077416
22.0,0.9690134426976532,0.9172749391727495,0.9051620648259304,0.9297163995067818,1.1103432318114457,0.24374623344257954,0.9700854700854701,0.9204545454545455,0.9,0.9418604651162791,1.6129550778927657,0.360932504153556
23.0,0.968355881678514,0.9153374233128835,0.9020556227327691,0.9290161892901619,1.105600654058804,0.2435354480873665,0.9758064516129032,0.9368421052631578,0.9270833333333334,0.9468085106382979,1.5878064142479456,0.3093156916320772
30.0,0.9654372535374623,0.9086450030656039,0.894927536231884,0.9227895392278954,1.127202040378874,0.2482292937234637,0.9981684981684982,0.9947089947089947,0.9894736842105263,1.0,1.4057029565732118,0.29890360611885053
31.0,0.9671711292200232,0.9119300437226735,0.9034653465346535,0.9205548549810845,1.1132800516159538,0.24649831838485844,0.9839857651245552,0.9581395348837211,0.9279279279279279,0.9903846153846154,1.2214773963582775,0.18873652859851073
34.0,0.97184420459878,0.9233716475095786,0.8970223325062034,0.9513157894736842,1.1727758766033842,0.25808775082652086,0.9495798319327731,0.8818897637795275,0.9572649572649573,0.8175182481751825,1.3207995451566523,0.29422717151266525
40.0,0.9735642661804923,0.9299516908212561,0.9221556886227545,0.9378806333739342,1.1120988671023653,0.24461006481707115,0.9275053304904051,0.7926829268292682,0.7386363636363636,0.8552631578947368,1.5315737902313549,0.3181735858572912
7.0,0.9616883116883117,0.8961267605633804,0.8914185639229422,0.9008849557522124,1.2017978787044814,0.2789082730621091,0.9093959731543624,0.7768595041322314,0.8392857142857143,0.7230769230769231,1.6715133538710352,0.5443885273779994
16.0,0.9495980210265924,0.8669387755102042,0.8747940691927513,0.8592233009708737,1.113277289734522,0.2644047933673252,0.9864253393665159,0.9600000000000001,0.9863013698630136,0.935064935064935,1.8831933462142936,0.43369515121060287
19.0,0.9529154973495478,0.8723584108199492,0.8865979381443299,0.8585690515806988,1.1597609362194574,0.27916255562564474,0.9616204690831557,0.9042553191489362,0.9042553191489362,0.9042553191489362,1.4305115533752282,0.2814668524869982
20.0,0.9513687600644123,0.8683522231909329,0.8845470692717584,0.8527397260273972,1.1938365465617216,0.28049538554994863,0.9632224168126094,0.9074889867841409,0.8879310344827587,0.9279279279279279,1.657790628987187,0.4920742966954645
24.0,0.9553398058252427,0.8795811518324608,0.8936170212765957,0.865979381443299,1.1786232063200885,0.27429181656315627,0.9419795221843004,0.8534482758620691,0.8319327731092437,0.8761061946902655,1.5391565808808099,0.45167699768208214
26.0,0.9536828562238662,0.8789915966386556,0.8864406779661017,0.8716666666666667,1.1993368665359194,0.28418061302605496,0.9506172839506173,0.8510638297872339,0.8602150537634409,0.8421052631578947,1.4733372736045312,0.39664055701837425
41.0,0.9510987310430208,0.8713355048859935,0.8799342105263158,0.8629032258064516,1.112660659874978,0.2660646049971291,0.9685393258426966,0.9066666666666666,0.9066666666666666,0.9066666666666666,2.1121766209830635,0.35962528770259655
3.0,0.9694835680751174,0.9171094580233794,0.9065126050420168,0.9279569892473118,1.0037893408164227,0.23684404648474838,0.9763113367174281,0.9411764705882353,0.9333333333333333,0.9491525423728814,0.9971363746859252,0.2831604524368671
4.0,0.9690701720471679,0.9173553719008265,0.9051987767584098,0.9298429319371728,0.9879920507719495,0.24689603642445945,0.9811320754716981,0.9456521739130435,0.9560439560439561,0.9354838709677419,1.3331154725756686,0.2515072522963619
10.0,0.9710759737755496,0.9225206611570247,0.9149590163934426,0.9302083333333333,1.0348480288925024,0.2533534157580932,0.9613152804642167,0.8913043478260869,0.8541666666666666,0.9318181818181818,1.3323272566297817,0.35774193488467526
11.0,0.9713617767387492,0.9223454833597465,0.9131799163179917,0.9316969050160085,1.0199495035694899,0.25086750328004603,0.9543859649122807,0.8785046728971964,0.912621359223301,0.8468468468468469,1.3113009572145948,0.32272372637230284
25.0,0.9688412852969815,0.9158780231335436,0.9035269709543569,0.9285714285714286,1.017672137094313,0.248953682960675,0.9823943661971831,0.9541284403669724,0.9629629629629629,0.9454545454545454,1.4412429867463272,0.39003966273907403
27.0,0.9698394046220133,0.9190325972660357,0.9066390041493776,0.9317697228144989,1.0481697120653821,0.2569504065200668,0.9731993299832495,0.9266055045871558,0.9351851851851852,0.9181818181818182,1.3450930214498316,0.36339026331775937
28.0,0.9676977290524668,0.9130205587770164,0.9020833333333333,0.9242262540021344,1.052142984059171,0.2578121392932964,0.9915966386554622,0.9769585253456221,1.0,0.954954954954955,0.8516429697921277,0.1978300560371958
29.0,0.9724232348914531,0.9249600851516764,0.9176346356916578,0.9324034334763949,1.0303164199866208,0.24980425764683045,0.9508474576271186,0.8796680497925311,0.848,0.9137931034482759,1.4816702735366245,0.4450134284054205
32.0,0.9710848049679798,0.9229974160206718,0.9168377823408624,0.9292403746097815,0.993931569526858,0.24725303079906255,0.9618181818181818,0.88268156424581,0.8586956521739131,0.9080459770114943,1.5948348444967755,0.3742683606259298
36.0,0.9718089271730619,0.9242105263157894,0.9184100418410042,0.9300847457627118,1.0297166803411044,0.24549872477959475,0.9563025210084034,0.8818181818181818,0.8362068965517241,0.9326923076923077,1.6680391336793605,0.586996003663827
