loss,accuracy,val_loss,val_accuracy
1.975382924079895,0.18860991299152374,1.8739984035491943,0.17830882966518402
1.8231779336929321,0.19058310985565186,1.8218663930892944,0.17095588147640228
1.7854795455932617,0.19146764278411865,1.787390947341919,0.1721813678741455
1.7671990394592285,0.18942640721797943,1.769262433052063,0.16973039507865906
1.7570637464523315,0.18929032981395721,1.7594162225723267,0.16973039507865906
1.7506062984466553,0.1881336271762848,1.752989411354065,0.16360294818878174
1.7457525730133057,0.18969857692718506,1.7481755018234253,0.17340686917304993
1.7420461177825928,0.19065114855766296,1.7447623014450073,0.17034313082695007
1.739062786102295,0.19255630671977997,1.7426303625106812,0.17095588147640228
1.73610258102417,0.19425733387470245,1.741722583770752,0.18443627655506134
1.7322999238967896,0.1983397901058197,1.7392895221710205,0.19056372344493866
1.725677490234375,0.21045111119747162,1.729233741760254,0.21446079015731812
1.7115916013717651,0.2231067568063736,1.708990216255188,0.21752451360225677
1.676159143447876,0.24392732977867126,1.6428302526474,0.24142156541347504
1.5030808448791504,0.28141796588897705,1.4408633708953857,0.281862735748291
1.4071685075759888,0.3056406080722809,1.4051593542099,0.2984068691730499
1.3742016553878784,0.32088181376457214,1.3685438632965088,0.3014705777168274
1.3381747007369995,0.34190651774406433,1.329399824142456,0.3345588147640228
1.293742060661316,0.36395183205604553,1.2782046794891357,0.36274510622024536
1.2510530948638916,0.3836837410926819,1.2435742616653442,0.3915441036224365
1.2344166040420532,0.3901476562023163,1.2246110439300537,0.4019607901573181
1.2227851152420044,0.3941620886325836,1.2163546085357666,0.4001225531101227
1.2164002656936646,0.39518269896507263,1.212165355682373,0.40379902720451355
1.2100772857666016,0.4014424681663513,1.2137805223464966,0.3970588147640228
1.206215262413025,0.4014424681663513,1.2052298784255981,0.3946078419685364
1.2036889791488647,0.4069538116455078,1.2056543827056885,0.39950981736183167
1.199992299079895,0.40620535612106323,1.215188980102539,0.39276960492134094
1.1969548463821411,0.4096074104309082,1.2004785537719727,0.3958333432674408
1.2005895376205444,0.41348573565483093,1.2013506889343262,0.39889705181121826
1.18958580493927,0.41552698612213135,1.2038698196411133,0.3964460790157318
1.189820408821106,0.4143022298812866,1.2170687913894653,0.39889705181121826
1.188832402229309,0.4170238971710205,1.2180622816085815,0.3921568691730499
1.185726523399353,0.4194053113460541,1.304492473602295,0.3762255012989044
1.185560941696167,0.4187929630279541,1.203220009803772,0.39276960492134094
1.1796272993087769,0.42212697863578796,1.2040315866470337,0.4013480246067047
1.1764382123947144,0.4251207709312439,1.1894795894622803,0.40992647409439087
1.1754018068313599,0.42546096444129944,1.1968567371368408,0.40625
1.1688274145126343,0.4279784858226776,1.1863759756088257,0.40257352590560913
1.1678663492202759,0.428999125957489,1.194094181060791,0.405637264251709
1.1597141027450562,0.43498674035072327,1.1856756210327148,0.4001225531101227
1.15583074092865,0.43743622303009033,1.179316520690918,0.4166666567325592
1.147372841835022,0.4380485713481903,1.1708967685699463,0.40931373834609985
1.1429342031478882,0.4407021701335907,1.1668137311935425,0.41299018263816833
1.1293449401855469,0.44471660256385803,1.1653120517730713,0.4117647111415863
1.1194485425949097,0.4499557614326477,1.154189944267273,0.4001225531101227
1.1071505546569824,0.45226916670799255,1.141452670097351,0.4117647111415863
1.0898386240005493,0.461794912815094,1.1285580396652222,0.4178921580314636
1.0729039907455444,0.46689799427986145,1.1555355787277222,0.42401960492134094
1.0583149194717407,0.47519901394844055,1.087500810623169,0.4264705777168274
1.0330402851104736,0.4839082658290863,1.072210669517517,0.4436274468898773
1.0091911554336548,0.49261754751205444,1.052644968032837,0.4473039209842682
0.9822760224342346,0.5033000111579895,1.0321487188339233,0.468137264251709
0.9486131072044373,0.5203782916069031,0.9875611066818237,0.499387264251709
0.9179808497428894,0.540246307849884,0.9544495344161987,0.5116421580314636
0.8824917674064636,0.5609307885169983,0.9290894269943237,0.5337010025978088
0.8497209548950195,0.5807988047599792,0.9234603643417358,0.5220588445663452
0.8142425417900085,0.6008709073066711,0.8495563268661499,0.5759803652763367
0.7844147682189941,0.6203306913375854,0.8291987776756287,0.595588207244873
0.7467586994171143,0.6443491578102112,0.79938805103302,0.6176470518112183
0.7090746760368347,0.6659862399101257,0.7760983109474182,0.6335784196853638
0.673303484916687,0.6872830986976624,0.7286152839660645,0.6648284196853638
0.6372215747833252,0.7111655473709106,0.704974889755249,0.6752451062202454
0.5983480215072632,0.7368850708007812,0.661287248134613,0.7052696347236633
0.5592893362045288,0.7595427632331848,0.6361177563667297,0.7120097875595093
0.5240978002548218,0.7747159004211426,0.5830260515213013,0.7444853186607361
0.4894835650920868,0.7962169051170349,0.5370656251907349,0.7738970518112183
0.45683377981185913,0.8122065663337708,0.5075035691261292,0.7879902124404907
0.43109187483787537,0.823025107383728,0.4792904257774353,0.7910539507865906
0.3947182893753052,0.8417364358901978,0.4250154197216034,0.8192402124404907
0.37289661169052124,0.851398229598999,0.40557336807250977,0.8333333134651184
0.34077537059783936,0.8689528703689575,0.39740797877311707,0.8339460492134094
0.32236266136169434,0.8735796213150024,0.4562626779079437,0.8082107901573181
0.30410975217819214,0.8835816979408264,0.35448458790779114,0.8639705777168274
0.27834510803222656,0.8958290815353394,0.310672789812088,0.875
0.2634519636631012,0.9035857915878296,0.4270237684249878,0.8259803652763367
0.2531513273715973,0.9061713218688965,0.2902769148349762,0.8872548937797546
0.2288551926612854,0.919167160987854,0.3038123548030853,0.8897058963775635
0.2178412526845932,0.9233176708221436,0.2687879502773285,0.9025735259056091
0.20217157900333405,0.9286929368972778,0.36325663328170776,0.8566176295280457
0.19290554523468018,0.9331156015396118,0.35979825258255005,0.8590686321258545
0.18824970722198486,0.9350888133049011,0.21628238260746002,0.9264705777168274
0.17070353031158447,0.9403279423713684,0.26738059520721436,0.8970588445663452
0.15965032577514648,0.947676420211792,0.3110686242580414,0.8933823704719543
0.1632828712463379,0.9467918872833252,0.27328598499298096,0.9001225233078003
0.14921380579471588,0.951078474521637,0.21214927732944489,0.9209558963775635
0.14116623997688293,0.9544124603271484,0.1917744129896164,0.935661792755127
0.13968341052532196,0.9548887610435486,0.175445556640625,0.9405637383460999
0.12376651912927628,0.9616928696632385,0.1563950479030609,0.9454656839370728
0.1323176771402359,0.9582908153533936,0.19642189145088196,0.9350489974021912
0.12376004457473755,0.9602640271186829,0.16968005895614624,0.9350489974021912
0.10858184099197388,0.9663196802139282,0.12997081875801086,0.9546568393707275
0.11412808299064636,0.9637340903282166,0.24451304972171783,0.9123774766921997
0.09263297915458679,0.9723072648048401,0.13476604223251343,0.9528186321258545
0.10843487828969955,0.9663196802139282,0.12748295068740845,0.9583333134651184
0.09086385369300842,0.9737361073493958,0.10899540781974792,0.9656862616539001
0.1199699342250824,0.9624413251876831,0.09660010039806366,0.9736519455909729
0.08181212097406387,0.9757093191146851,0.1812201291322708,0.9442402124404907
0.09116815030574799,0.9727835655212402,0.09564471989870071,0.9712010025978088
0.08966736495494843,0.9725114107131958,0.1492374986410141,0.9485294222831726
0.08261837810277939,0.9762536287307739,0.1995394080877304,0.9325980544090271
