user_id,group,day,session,block_id,abs_accuracy,abs_resptime,abs_focus,abs_anxiety,rela_0_accuracy,rela_0_resptime,rela_1_accuracy,rela_1_resptime,rela_focus,rela_anxiety
16.0,random,d1,formal,1,1.0,7.84232858,4.0,5.0,,,0.0,0.0,0.0,0.0
16.0,random,d1,formal,2,0.96666667,7.07579174,5.0,6.0,,,-0.03333333,-0.09774353,1.0,1.0
16.0,random,d1,formal,3,0.98333333,9.12037932,3.0,5.5,,,-0.01666667,0.16296827,-1.0,0.5
16.0,random,d1,formal,4,0.98333333,7.50923909,2.5,6.0,,,-0.01666667,-0.04247329,-1.5,1.0
16.0,random,d1,formal,5,1.0,7.64300341,1.49152542,6.0,,,0.0,-0.02541658,-2.50847458,1.0
16.0,random,d2,calib,0,,,-1,-1,-1,-1,-1,-1,-1,-1
16.0,random,d2,formal,1,0.98333333,7.62044482,4.0,4.0,,,0.0,0.0,0.0,0.0
16.0,random,d2,formal,2,1.0,7.41918664,4.0,4.0,,,0.01694916,-0.02641029,0.0,0.0
16.0,random,d2,formal,3,1.0,6.2330799,4.0,4.0,,,0.01694916,-0.18205826,0.0,0.0
16.0,random,d2,formal,4,0.96666667,5.81312858,3.5,4.5,,,-0.01694915,-0.23716676,-0.5,0.5
16.0,random,d2,formal,5,1.0,5.40525188,3.0,5.0,,,0.01694916,-0.29069077,-1.0,1.0
19.0,random,d1,calib,0,,,-1,-1,-1,-1,-1,-1,-1,-1
19.0,random,d1,formal,1,0.95,8.13926822,6.0,2.0,,,0.0,0.0,0.0,0.0
19.0,random,d1,formal,2,0.96666667,8.9191084,6.0,2.0,,,0.01754386,0.09581208,0.0,0.0
19.0,random,d1,formal,3,0.98333333,7.86556337,5.5,1.0,,,0.03508772,-0.0336277,-0.5,-1.0
19.0,random,d1,formal,4,0.93220339,6.1791758,5.50847458,1.0,,,-0.01873327,-0.24081924,-0.49152542,-1.0
19.0,random,d1,formal,5,0.98333333,6.68825314,5.5,1.0,,,0.03508772,-0.17827341,-0.5,-1.0
19.0,random,d2,calib,0,,,-1,-1,-1,-1,-1,-1,-1,-1
19.0,random,d2,formal,1,0.95,7.72721149,3.5,1.0,,,0.0,0.0,0.0,0.0
19.0,random,d2,formal,2,0.98333333,6.54643015,4.0,1.0,,,0.03508772,-0.15280821,0.5,0.0
19.0,random,d2,formal,3,0.96666667,5.74458919,5.0,1.0,,,0.01754386,-0.25657668,1.5,0.0
19.0,random,d2,formal,4,0.95,5.73778714,3.5,1.0,,,0.0,-0.25745696,0.0,0.0
19.0,random,d2,formal,5,0.95,5.40559543,4.0,1.0,,,0.0,-0.30044681,0.5,0.0
20.0,random,d1,calib,0,,,-1,-1,-1,-1,-1,-1,-1,-1
20.0,random,d1,formal,1,0.98333333,5.476993,6.0,3.5,,,0.0,0.0,0.0,0.0
20.0,random,d1,formal,2,0.96666667,4.89323825,6.5,2.5,,,-0.01694915,-0.10658307,0.5,-1.0
20.0,random,d1,formal,3,0.96666667,4.98940567,7.0,2.0,,,-0.01694915,-0.08902464,1.0,-1.5
20.0,random,d1,formal,4,0.98333333,4.74712211,5.0,1.5,,,0.0,-0.13326124,-1.0,-2.0
20.0,random,d1,formal,5,0.94915254,4.98958914,6.0,1.0,,,-0.03476013,-0.08899114,0.0,-2.5
20.0,random,d2,calib,0,,,-1,-1,-1,-1,-1,-1,-1,-1
20.0,random,d2,formal,1,0.96666667,4.23336171,5.0,1.0,,,0.0,0.0,0.0,0.0
20.0,random,d2,formal,2,0.96666667,4.70169876,6.0,1.0,,,0.0,0.11063006,1.0,0.0
20.0,random,d2,formal,3,0.96666667,4.19344056,6.5,1.0,,,0.0,-0.00943013,1.5,0.0
20.0,random,d2,formal,4,0.95,4.61925654,6.5,1.5,,,-0.01724138,0.09115565,1.5,0.5
20.0,random,d2,formal,5,0.93333333,4.29760609,5.5,2.0,,,-0.03448277,0.01517574,0.5,1.0
24.0,random,d1,calib,0,,,-1,-1,-1,-1,-1,-1,-1,-1
24.0,random,d1,formal,1,0.93333333,5.04379386,4.0,6.5,,,0.0,0.0,0.0,0.0
24.0,random,d1,formal,2,0.91666667,3.9426034,4.5,6.0,,,-0.01785714,-0.21832583,0.5,-0.5
24.0,random,d1,formal,3,0.89830508,4.41189297,5.01694915,5.98305085,,,-0.03753027,-0.12528285,1.01694915,-0.51694915
24.0,random,d1,formal,4,0.89655172,4.32370552,2.5,4.0,,,-0.03940887,-0.1427672,-1.5,-2.5
24.0,random,d1,formal,5,0.96666667,4.49696225,3.0,3.0,,,0.03571429,-0.10841672,-1.0,-3.5
24.0,random,d2,calib,0,,,-1,-1,-1,-1,-1,-1,-1,-1
24.0,random,d2,formal,1,0.98333333,4.23942963,5.0,2.5,,,0.0,0.0,0.0,0.0
24.0,random,d2,formal,2,0.91525424,4.06136535,4.47457627,4.01694915,,,-0.06923297,-0.04200194,-0.52542373,1.51694915
24.0,random,d2,formal,3,0.95,4.60030128,4.0,5.5,,,-0.0338983,0.08512269,-1.0,3.0
24.0,random,d2,formal,4,0.98305085,4.3148225,3.01694915,5.47457627,,,-0.00028727,0.01778373,-1.98305085,2.97457627
24.0,random,d2,formal,5,0.93220339,4.28798804,3.47457627,4.0,,,-0.05199655,0.011454,-1.52542373,1.5
26.0,random,d1,calib,0,,,-1,-1,-1,-1,-1,-1,-1,-1
26.0,random,d1,formal,1,0.93220339,5.76136632,6.49152542,5.0,,,0.0,0.0,0.0,0.0
26.0,random,d1,formal,2,0.9,5.77518251,5.5,3.5,,,-0.03454545,0.00239808,-0.99152542,-1.5
26.0,random,d1,formal,3,0.86666667,5.59431244,5.5,3.0,,,-0.07030303,-0.02899553,-0.99152542,-2.0
26.0,random,d1,formal,4,0.96666667,5.5520766,5.0,4.0,,,0.0369697,-0.0363264,-1.49152542,-1.0
26.0,random,d1,formal,5,0.96666667,5.10561043,4.5,5.5,,,0.0369697,-0.11381951,-1.99152542,0.5
26.0,random,d2,calib,0,,,-1,-1,-1,-1,-1,-1,-1,-1
26.0,random,d2,formal,1,0.96666667,5.25906361,6.0,2.0,,,0.0,0.0,0.0,0.0
26.0,random,d2,formal,2,0.94915254,4.73588759,6.49152542,2.49152542,,,-0.01811807,-0.09948083,0.49152542,0.49152542
26.0,random,d2,formal,3,1.0,4.5797081,5.0,3.0,,,0.03448276,-0.12917804,-1.0,1.0
26.0,random,d2,formal,4,0.96610169,4.39242551,5.98305085,1.49152542,,,-0.00058446,-0.16478943,-0.01694915,-0.50847458
26.0,random,d2,formal,5,1.0,3.9184008,5.5,1.5,,,0.03448276,-0.25492424,-0.5,-0.5
32.0,rule,d1,calib,0,,,-1,-1,-1,-1,-1,-1,-1,-1
32.0,rule,d1,formal,1,0.96666667,5.46893621,6.5,5.5,,,0.0,0.0,0.0,0.0
32.0,rule,d1,formal,2,0.95,5.55608706,6.5,6.0,,,-0.01724138,0.01593561,0.0,0.5
32.0,rule,d1,formal,3,0.93103448,7.125799,6.0,6.0,,,-0.03686089,0.30295888,-0.5,0.5
32.0,rule,d1,formal,4,1.0,5.6948589,6.0,4.5,,,0.03448276,0.04131017,-0.5,-1.0
32.0,rule,d1,formal,5,0.96666667,5.59384274,6.0,5.0,,,0.0,0.02283927,-0.5,-0.5
32.0,rule,d2,calib,0,,,-1,-1,-1,-1,-1,-1,-1,-1
32.0,rule,d2,formal,1,0.98333333,5.15947662,6.0,5.5,,,0.0,0.0,0.0,0.0
32.0,rule,d2,formal,2,0.96666667,4.77306527,5.5,5.0,,,-0.01694915,-0.07489352,-0.5,-0.5
32.0,rule,d2,formal,3,0.93333333,5.54312297,5.0,5.0,,,-0.05084746,0.07435761,-1.0,-0.5
32.0,rule,d2,formal,4,0.95,5.75977457,5.0,5.0,,,-0.0338983,0.11634861,-1.0,-0.5
32.0,rule,d2,formal,5,0.95,5.20944527,5.0,3.5,,,-0.0338983,0.00968483,-1.0,-2.0
3.0,rule,d1,calib,0,,,-1,-1,-1,-1,-1,-1,-1,-1
3.0,rule,d1,formal,1,0.98333333,4.57248055,7.0,6.0,,,0.0,0.0,0.0,0.0
3.0,rule,d1,formal,2,0.98333333,3.58267941,7.0,6.0,,,0.0,-0.21646919,0.0,0.0
3.0,rule,d1,formal,3,1.0,3.58555771,7.0,6.5,,,0.01694916,-0.2158397,0.0,0.5
3.0,rule,d1,formal,4,0.95,3.97598542,6.5,7.0,,,-0.0338983,-0.13045329,-0.5,1.0
3.0,rule,d1,formal,5,0.96610169,3.43125019,7.0,7.0,,,-0.0175237,-0.24958671,0.0,1.0
3.0,rule,d2,calib,0,,,-1,-1,-1,-1,-1,-1,-1,-1
3.0,rule,d2,formal,1,1.0,3.32275008,7.0,7.0,,,0.0,0.0,0.0,0.0
3.0,rule,d2,formal,2,0.98333333,3.07326272,7.0,6.5,,,-0.01666667,-0.0750846,0.0,-0.5
3.0,rule,d2,formal,3,0.98333333,3.37070402,7.0,6.5,,,-0.01666667,0.014432,0.0,-0.5
3.0,rule,d2,formal,4,0.96610169,3.61647719,5.98305085,5.98305085,,,-0.03389831,0.0883988,-1.01694915,-1.01694915
3.0,rule,d2,formal,5,0.95,4.14324542,7.0,6.0,,,-0.05,0.24693261,0.0,-1.0
36.0,rule,d1,calib,0,,,-1,-1,-1,-1,-1,-1,-1,-1
36.0,rule,d1,formal,1,0.95,3.8288628,5.5,4.0,,,0.0,0.0,0.0,0.0
36.0,rule,d1,formal,2,0.98305085,4.04114235,5.50847458,6.49152542,,,0.03479037,0.05544193,0.00847458,2.49152542
36.0,rule,d1,formal,3,0.96610169,3.58612325,4.0,4.0,,,0.01694915,-0.0633973,-1.5,0.0
36.0,rule,d1,formal,4,0.91666667,3.76521876,4.0,3.0,,,-0.03508772,-0.01662218,-1.5,-1.0
36.0,rule,d1,formal,5,0.96666667,3.67709802,3.5,2.5,,,0.01754386,-0.03963704,-2.0,-1.5
36.0,rule,d2,calib,0,,,-1,-1,-1,-1,-1,-1,-1,-1
36.0,rule,d2,formal,1,0.93333333,3.34245683,4.0,4.5,,,0.0,0.0,0.0,0.0
36.0,rule,d2,formal,2,0.94827586,3.58068279,3.51724138,4.03448276,,,0.01600985,0.07127271,-0.48275862,-0.46551724
36.0,rule,d2,formal,3,0.98333333,3.26291708,2.5,2.5,,,0.05357143,-0.02379679,-1.5,-2.0
36.0,rule,d2,formal,4,0.91525424,3.28828953,2.0,1.0,,,-0.01937045,-0.01620583,-2.0,-3.5
36.0,rule,d2,formal,5,0.98333333,3.5792834,1.5,3.5,,,0.05357143,0.07085404,-2.5,-1.0
4.0,rule,d1,calib,0,,,-1,-1,-1,-1,-1,-1,-1,-1
4.0,rule,d1,formal,1,1.0,7.42421422,6.0,3.49152542,,,0.0,0.0,0.0,0.0
4.0,rule,d1,formal,2,0.95,7.01568949,6.0,3.0,,,-0.05,-0.05502599,0.0,-0.49152542
4.0,rule,d1,formal,3,1.0,7.39165876,5.5,3.5,,,0.0,-0.00438504,-0.5,0.00847458
4.0,rule,d1,formal,4,0.98305085,6.56355288,5.50847458,2.0,,,-0.01694915,-0.11592625,-0.49152542,-1.49152542
4.0,rule,d1,formal,5,1.0,6.82213375,5.5,2.0,,,0.0,-0.08109686,-0.5,-1.49152542
4.0,rule,d2,calib,0,,,-1,-1,-1,-1,-1,-1,-1,-1
4.0,rule,d2,formal,1,0.98305085,5.82913429,6.0,1.98305085,,,0.0,0.0,0.0,0.0
4.0,rule,d2,formal,2,0.96666667,5.18229561,6.0,2.0,,,-0.01666667,-0.11096651,0.0,0.01694915
4.0,rule,d2,formal,3,1.0,5.7414264,6.0,1.5,,,0.01724138,-0.01504647,0.0,-0.48305085
4.0,rule,d2,formal,4,0.98333333,4.92429415,6.5,1.5,,,0.00028735,-0.15522719,0.5,-0.48305085
4.0,rule,d2,formal,5,0.95,5.46236388,6.5,1.0,,,-0.03362069,-0.06292022,0.5,-0.98305085
10.0,rule,d1,calib,0,,,-1,-1,-1,-1,-1,-1,-1,-1
10.0,rule,d1,formal,1,0.98333333,5.01463831,3.5,2.0,,,0.0,0.0,0.0,0.0
10.0,rule,d1,formal,2,0.93333333,4.98923595,3.0,2.5,,,-0.05084746,-0.00506564,-0.5,0.5
10.0,rule,d1,formal,3,1.0,4.41271637,3.5,2.0,,,0.01694916,-0.12003297,0.0,0.0
10.0,rule,d1,formal,4,0.93333333,4.17275966,4.5,2.0,,,-0.05084746,-0.16788422,1.0,0.0
10.0,rule,d1,formal,5,0.96666667,5.67360705,3.5,2.0,,,-0.01694915,0.13140903,0.0,0.0
10.0,rule,d2,calib,0,,,-1,-1,-1,-1,-1,-1,-1,-1
10.0,rule,d2,formal,1,0.96666667,5.26639253,5.0,1.0,,,0.0,0.0,0.0,0.0
10.0,rule,d2,formal,2,0.96666667,5.0651551,5.0,2.0,,,0.0,-0.03821163,0.0,1.0
10.0,rule,d2,formal,3,0.98333333,4.96087959,4.0,2.5,,,0.01724137,-0.05801181,-1.0,1.5
10.0,rule,d2,formal,4,0.96666667,4.41967683,3.5,3.5,,,0.0,-0.16077717,-1.5,2.5
10.0,rule,d2,formal,5,0.93333333,4.66606919,3.5,3.0,,,-0.03448277,-0.11399138,-1.5,2.0
11.0,rule,d1,calib,0,,,-1,-1,-1,-1,-1,-1,-1,-1
11.0,rule,d1,formal,1,0.98333333,5.16674039,5.5,2.5,,,0.0,0.0,0.0,0.0
11.0,rule,d1,formal,2,0.95,5.16396471,5.5,3.0,,,-0.0338983,-0.00053722,0.0,0.5
11.0,rule,d1,formal,3,0.98333333,5.03736608,6.0,2.0,,,0.0,-0.02503983,0.5,-0.5
11.0,rule,d1,formal,4,0.94915254,5.49615065,5.0,2.0,,,-0.03476013,0.06375591,-0.5,-0.5
11.0,rule,d1,formal,5,0.98333333,5.33213662,5.0,2.0,,,0.0,0.03201172,-0.5,-0.5
11.0,rule,d2,calib,0,,,-1,-1,-1,-1,-1,-1,-1,-1
11.0,rule,d2,formal,1,0.9,5.05339257,5.0,2.0,,,0.0,0.0,0.0,0.0
11.0,rule,d2,formal,2,0.98333333,5.72456321,5.0,2.0,,,0.09259259,0.13281585,0.0,0.0
11.0,rule,d2,formal,3,0.96666667,4.89740214,5.5,2.0,,,0.07407408,-0.03086846,0.5,0.0
11.0,rule,d2,formal,4,0.98333333,4.62920099,5.5,2.0,,,0.09259259,-0.08394194,0.5,0.0
11.0,rule,d2,formal,5,0.93333333,4.97592923,4.5,2.0,,,0.03703703,-0.01532898,-0.5,0.0
25.0,rule,d1,calib,0,,,-1,-1,-1,-1,-1,-1,-1,-1
25.0,rule,d1,formal,1,0.98333333,5.98870132,6.0,5.5,,,0.0,0.0,0.0,0.0
25.0,rule,d1,formal,2,1.0,5.65593517,6.0,5.5,,,0.01694916,-0.05556566,0.0,0.0
25.0,rule,d1,formal,3,0.93333333,5.39709547,4.5,4.0,,,-0.05084746,-0.098787,-1.5,-1.5
25.0,rule,d1,formal,4,0.98333333,4.89501438,4.0,3.0,,,0.0,-0.18262506,-2.0,-2.5
25.0,rule,d1,formal,5,1.0,4.88456876,3.0,3.0,,,0.01694916,-0.18436928,-3.0,-2.5
25.0,rule,d2,calib,0,,,-1,-1,-1,-1,-1,-1,-1,-1
25.0,rule,d2,formal,1,0.98333333,4.91487286,5.5,5.0,,,0.0,0.0,0.0,0.0
25.0,rule,d2,formal,2,0.98333333,4.63533217,4.5,4.5,,,0.0,-0.05687648,-1.0,-0.5
25.0,rule,d2,formal,3,1.0,5.12308689,4.0,4.0,,,0.01694916,0.04236407,-1.5,-1.0
25.0,rule,d2,formal,4,1.0,4.08393679,4.0,3.0,,,0.01694916,-0.16906563,-1.5,-2.0
25.0,rule,d2,formal,5,0.95,3.99234512,4.0,2.5,,,-0.0338983,-0.18770124,-1.5,-2.5
27.0,rule,d1,calib,0,,,-1,-1,-1,-1,-1,-1,-1,-1
27.0,rule,d1,formal,1,1.0,4.91228837,6.0,1.5,,,0.0,0.0,0.0,0.0
27.0,rule,d1,formal,2,0.96666667,4.60928133,6.5,1.5,,,-0.03333333,-0.06168348,0.5,0.0
27.0,rule,d1,formal,3,0.96666667,4.54474676,6.5,1.5,,,-0.03333333,-0.07482085,0.5,0.0
27.0,rule,d1,formal,4,0.95,3.95149186,5.5,1.5,,,-0.05,-0.19559041,-0.5,0.0
27.0,rule,d1,formal,5,0.96666667,4.23855897,5.5,2.0,,,-0.03333333,-0.13715184,-0.5,0.5
27.0,rule,d2,calib,0,,,-1,-1,-1,-1,-1,-1,-1,-1
27.0,rule,d2,formal,1,0.98333333,4.27246454,6.0,1.5,,,0.0,0.0,0.0,0.0
27.0,rule,d2,formal,2,0.95,4.38655397,6.0,1.0,,,-0.0338983,0.02670342,0.0,-0.5
27.0,rule,d2,formal,3,0.98333333,3.88791626,7.0,1.5,,,0.0,-0.0900062,1.0,0.0
27.0,rule,d2,formal,4,0.98333333,4.00801176,6.5,1.0,,,0.0,-0.06189701,0.5,-0.5
27.0,rule,d2,formal,5,0.98333333,4.42140967,5.5,2.0,,,0.0,0.03486164,-0.5,0.5
28.0,rule,d1,calib,0,,,-1,-1,-1,-1,-1,-1,-1,-1
28.0,rule,d1,formal,1,1.0,4.95914775,5.5,3.0,,,0.0,0.0,0.0,0.0
28.0,rule,d1,formal,2,0.96666667,4.95529911,4.5,3.5,,,-0.03333333,-0.00077607,-1.0,0.5
28.0,rule,d1,formal,3,0.98333333,4.74244681,4.0,4.5,,,-0.01666667,-0.04369721,-1.5,1.5
28.0,rule,d1,formal,4,1.0,4.42055418,4.0,5.0,,,0.0,-0.10860607,-1.5,2.0
28.0,rule,d1,formal,5,1.0,4.74538006,3.5,6.0,,,0.0,-0.04310573,-2.0,3.0
28.0,rule,d2,calib,0,,,-1,-1,-1,-1,-1,-1,-1,-1
28.0,rule,d2,formal,1,1.0,4.53261617,4.0,2.0,,,0.0,0.0,0.0,0.0
28.0,rule,d2,formal,2,1.0,4.97181391,2.5,4.0,,,0.0,0.09689718,-1.5,2.0
28.0,rule,d2,formal,3,1.0,5.09860486,4.5,4.5,,,0.0,0.1248702,0.5,2.5
28.0,rule,d2,formal,4,1.0,4.33406932,4.0,4.5,,,0.0,-0.04380403,0.0,2.5
28.0,rule,d2,formal,5,1.0,4.65004879,4.0,5.5,,,0.0,0.02590835,0.0,3.5
29.0,rule,d1,calib,0,,,-1,-1,-1,-1,-1,-1,-1,-1
29.0,rule,d1,formal,1,0.98333333,4.58869197,4.5,4.0,,,0.0,0.0,0.0,0.0
29.0,rule,d1,formal,2,0.98333333,4.52659037,4.0,6.5,,,0.0,-0.01353362,-0.5,2.5
29.0,rule,d1,formal,3,0.95,4.74400755,4.0,5.0,,,-0.0338983,0.03384746,-0.5,1.0
29.0,rule,d1,formal,4,0.93333333,4.28980798,3.0,6.5,,,-0.05084746,-0.0651349,-1.5,2.5
29.0,rule,d1,formal,5,0.98333333,4.0114605,2.5,7.0,,,0.0,-0.12579434,-2.0,3.0
29.0,rule,d2,calib,0,,,-1,-1,-1,-1,-1,-1,-1,-1
29.0,rule,d2,formal,1,0.93333333,4.07960072,5.0,4.0,,,0.0,0.0,0.0,0.0
29.0,rule,d2,formal,2,0.88333333,4.27970562,6.0,5.5,,,-0.05357143,0.04905012,1.0,1.5
29.0,rule,d2,formal,3,0.96666667,3.92771698,6.5,6.5,,,0.03571429,-0.03723005,1.5,2.5
29.0,rule,d2,formal,4,0.96610169,3.94175086,7.0,6.01694915,,,0.03510896,-0.03379004,2.0,2.01694915
29.0,rule,d2,formal,5,0.91666667,4.06702522,6.0,5.5,,,-0.01785714,-0.00308253,1.0,1.5
