user_id,group,day,session,block_id,abs_accuracy,abs_resptime,abs_focus,abs_anxiety,rela_0_accuracy,rela_0_resptime,rela_1_accuracy,rela_1_resptime,rela_focus,rela_anxiety
7.0,random,d1,formal,5,0.9,4.01701296,4.5,1.5,,,-0.06896552,-0.14935744,-0.5,-1.0
7.0,random,d2,calib,0,,,-1,-1,-1,-1,-1,-1,-1,-1
7.0,random,d2,formal,1,0.83333333,4.20113627,5.5,2.0,,,0.0,0.0,0.0,0.0
7.0,random,d2,formal,2,0.9,3.53053343,5.5,2.0,,,0.08,-0.15962416,0.0,0.0
7.0,random,d2,formal,3,0.91666667,3.40810985,6.0,2.0,,,0.10000001,-0.18876475,0.5,0.0
7.0,random,d2,formal,4,0.9,3.59368481,6.0,2.0,,,0.08,-0.14459218,0.5,0.0
7.0,random,d2,formal,5,0.98333333,3.48541351,6.0,2.0,,,0.18,-0.17036409,0.5,0.0
41.0,random,d1,calib,0,,,-1,-1,-1,-1,-1,-1,-1,-1
41.0,random,d1,formal,1,0.96491228,10.9626622,6.49122807,5.49122807,,,0.0,0.0,0.0,0.0
41.0,random,d1,formal,2,1.0,9.50766117,6.0,2.0,,,0.03636364,-0.13272333,-0.49122807,-3.49122807
41.0,random,d1,formal,3,0.95,8.90017277,6.0,1.5,,,-0.01545454,-0.18813764,-0.49122807,-3.99122807
41.0,random,d1,formal,4,0.98333333,8.96939894,6.0,2.0,,,0.01909091,-0.18182292,-0.49122807,-3.49122807
41.0,random,d1,formal,5,0.98333333,7.298609,4.0,1.0,,,0.01909091,-0.33423024,-2.49122807,-4.49122807
41.0,random,d2,calib,0,,,-1,-1,-1,-1,-1,-1,-1,-1
41.0,random,d2,formal,1,0.98333333,7.11617655,7.0,1.0,,,0.0,0.0,0.0,0.0
41.0,random,d2,formal,2,0.96666667,7.48384102,6.0,1.0,,,-0.01694915,0.05166601,-1.0,0.0
41.0,random,d2,formal,3,0.93333333,6.9354744,6.5,1.0,,,-0.05084746,-0.02539315,-0.5,0.0
41.0,random,d2,formal,4,0.98333333,6.42335751,6.0,1.0,,,0.0,-0.09735833,-1.0,0.0
41.0,random,d2,formal,5,0.93333333,6.10174111,4.5,1.0,,,-0.05084746,-0.14255344,-2.5,0.0
16.0,random,d1,calib,0,,,-1,-1,-1,-1,-1,-1,-1,-1
